TimeElapsed,EpThisIter,EpLenMean,loss_pol_entpen,loss_kl,loss_vf_loss,EpisodesSoFar,ev_tdlam_before,TimestepsSoFar,EpExecMean,loss_ent,EpRewMean,loss_pol_surr
24408.111785173416,1,238.83333333333334,-0.20148128,0.08195849,29.688301,36,0.4676111340522766,8598,0.17581806311111112,6.7160425,-185.43367922432247,-0.116686516
24920.70748233795,1,241.0,-0.20489566,0.04426916,19.079578,37,0.754297211766243,8917,0.17372432808108107,6.829856,-186.9047512904747,-0.08851713
25850.615595579147,1,239.0,-0.20156077,0.06812039,68.15057,38,-0.6217783689498901,9082,0.17193159049999998,6.7186923,-183.88652988004065,-0.10977605
26818.07716178894,1,237.02564102564102,-0.2054869,0.0954486,130.2936,39,0.6870721280574799,9244,0.17413339553846152,6.8495626,-182.97976172379532,-0.1442319
27582.394473314285,2,236.78048780487805,-0.20082171,0.06466971,225.79971,41,0.3279299736022949,9708,0.16813038858536586,6.6940575,-180.20251498431162,-0.1306207
28436.011977910995,1,236.52380952380952,-0.19800891,0.07872191,23.154789,42,0.15025949478149414,9934,0.16499488576190474,6.600297,-179.0263974443011,-0.15086737
28923.878306627274,1,237.25581395348837,-0.19811645,0.087589845,13.530494,43,-0.26596498489379883,10202,0.16383133758139534,6.6038814,-179.45009607998193,-0.13552198
29464.871076345444,0,237.25581395348837,-0.19724596,0.07892354,16.232199,43,0.4693160653114319,10202,0.16383133758139534,6.5748653,-179.45009607998193,-0.1403341
30245.521274089813,2,237.35555555555555,-0.19037925,0.06699095,61.863476,45,0.2611941695213318,10681,0.16401541771111108,6.345975,-179.42653014323932,-0.12795123
31099.524127721786,1,236.43478260869566,-0.19293846,0.11517161,48.89694,46,0.5950340926647186,10876,0.16180527797826086,6.4312825,-177.46507943871305,-0.14525329
31833.079101085663,2,234.1875,-0.1818583,0.08853482,107.61908,48,0.21147197484970093,11241,0.15705683333333334,6.0619435,-173.17486888434212,-0.13374265
32518.80720114708,2,230.08,-0.19618998,0.12496419,82.899666,50,0.375408411026001,11504,0.15272237053999999,6.539666,-167.35892491157392,-0.12398428
33319.35803961754,3,221.0,-0.19764829,0.07347411,126.869446,53,0.4096806049346924,11713,0.1491595324716981,6.588277,-157.8152042745398,-0.14168656
34004.43751358986,2,217.36363636363637,-0.19692445,0.10379726,58.941113,55,0.6636427938938141,11955,0.15199312443636362,6.564148,-154.87902772330332,-0.1276063
34726.80970454216,3,211.17241379310346,-0.18707511,0.11631448,49.323708,58,0.7073171734809875,12248,0.14881790091379313,6.2358375,-147.35188763282574,-0.13611981
35424.633664131165,3,205.327868852459,-0.19245875,0.115040556,40.88483,61,0.49720048904418945,12525,0.14554273624590167,6.415291,-140.21844399293155,-0.13178101
36142.393062114716,2,201.65079365079364,-0.19798213,0.13227794,42.906727,63,0.2629825472831726,12704,0.14448165990476192,6.599405,-136.14243652005288,-0.123941064
36864.46035218239,3,197.0,-0.19293872,0.10703079,37.621033,66,0.4554314613342285,13002,0.14343059110606063,6.4312906,-131.01403293555157,-0.12679851
37568.99102640152,4,189.78571428571428,-0.19441974,0.1110807,96.783325,70,-0.1909632682800293,13285,0.1445012864,6.4806585,-124.0297474841043,-0.14410135
38386.62782883644,4,183.2972972972973,-0.19418997,0.1510782,54.534225,74,0.40465474128723145,13564,0.14779977398648647,6.4729996,-118.6273475376406,-0.14143655
39169.495262145996,4,176.60256410256412,-0.19505003,0.15218754,208.47864,78,0.10139107704162598,13775,0.14647944198717947,6.501668,-111.58454885536489,-0.109439075
40045.5137591362,4,171.29268292682926,-0.19495319,0.0888585,197.17676,82,-0.28690385818481445,14046,0.1460131011097561,6.49844,-106.15891735604208,-0.11545128
40923.48788332939,5,164.39080459770116,-0.19411945,0.1374895,97.75908,87,-0.0071228742599487305,14302,0.14734193942528737,6.470649,-99.7702580178191,-0.12717733
41774.91066145897,5,158.30434782608697,-0.1875596,0.16261417,105.674416,92,0.15292346477508545,14564,0.14650244013043479,6.2519865,-93.56162074222335,-0.13093585
42574.603440761566,4,154.25,-0.18875447,0.10614827,115.07414,96,0.3934735059738159,14808,0.14296681053125,6.2918158,-88.33915630141614,-0.12569006
43462.33542442322,7,145.23,-0.18523403,0.1035237,74.781166,103,0.6171286404132843,15087,0.13588397024999999,6.1744676,-77.10862125461294,-0.1265096
44291.68713736534,5,136.94,-0.18736924,0.088791415,95.89789,108,-0.13998305797576904,15328,0.13056412337,6.2456417,-67.36509965534829,-0.11283675
45226.97596549988,5,131.04,-0.18404593,0.08843436,135.14978,113,0.32512980699539185,15582,0.13127261221,6.1348643,-61.63463555104648,-0.09175965
46132.81153869629,7,115.63,-0.18847302,0.132493,103.61427,120,0.22386837005615234,15851,0.12870060639,6.2824345,-45.42135826239557,-0.11111823
46949.98094415665,6,99.64,-0.18665317,0.08768175,115.48297,126,0.33601516485214233,16108,0.13289464389,6.221773,-31.15014064512759,-0.12251603
47809.36418533325,6,87.44,-0.18434422,0.09100744,67.50027,132,0.5860162079334259,16353,0.12824524607999999,6.144808,-17.10383083398716,-0.11946529
48634.576919317245,6,75.36,-0.18085901,0.139079,81.91606,138,0.5706944763660431,16618,0.13186006817999996,6.0286345,-6.364959271963787,-0.12046988
49464.8136985302,5,66.51,-0.18069822,0.174158,74.08144,143,0.16940438747406006,16853,0.13407585626,6.0232744,1.7471707025603729,-0.12781993
