TimestepsSoFar,loss_pol_entpen,EpThisIter,EpisodesSoFar,loss_ent,ev_tdlam_before,loss_kl,TimeElapsed,EpExecMean,loss_pol_surr,loss_vf_loss,EpLenMean,EpRewMean
5863,-0.20631231,0,29,6.8770776,0.4145973324775696,0.072481915,18695.137773513794,0.1898948641724138,-0.1343813,42.574837,202.17241379310346,-155.96659791576542
6275,-0.2024153,1,30,6.747177,0.13697201013565063,0.0982407,19359.008143663406,0.187421394,-0.107797995,15.83663,209.16666666666666,-162.05035022630355
6569,-0.20640075,1,31,6.880025,0.10685092210769653,0.05111713,20094.857657909393,0.18480115612903228,-0.13117127,22.581673,211.90322580645162,-164.06171326974018
6721,-0.20337753,1,32,6.779251,0.34830737113952637,0.05877304,20752.456119537354,0.180193021625,-0.13223931,138.46315,210.03125,-160.21906406900362
6959,-0.20158032,1,33,6.719344,0.5876904726028442,0.06541522,21453.795131206512,0.17779574296969697,-0.111299604,25.997532,210.87878787878788,-160.35626766245656
7386,-0.20304143,2,35,6.768048,0.7726268172264099,0.086542785,22185.737235307693,0.17661146717142856,-0.12967624,32.447784,211.02857142857144,-160.415034030426
7660,-0.20547083,1,36,6.8490286,-0.1020650863647461,0.06496768,22984.55868458748,0.17476553955555554,-0.14776759,137.84796,212.77777777777777,-161.2836941630245
7660,-0.20499095,0,36,6.833032,-0.24145424365997314,0.07242555,23562.845648527145,0.17476553955555554,-0.12868804,16.297901,212.77777777777777,-161.2836941630245
7953,-0.19995543,1,37,6.665181,0.5518463850021362,0.10568098,24251.871685028076,0.17092451194594593,-0.14296752,28.830582,214.94594594594594,-162.26458045083348
8218,-0.19901691,1,38,6.633898,0.5918579995632172,0.090429835,24905.789165258408,0.16920623302631577,-0.12910107,67.40951,216.26315789473685,-162.97392982115412
8501,-0.20281331,1,39,6.7604437,0.45561158657073975,0.09748285,25433.976420879364,0.1676376423333333,-0.13880771,39.84506,217.97435897435898,-164.154028439439
8868,-0.20119523,1,40,6.7065077,0.3089625835418701,0.0778988,26044.773822546005,0.16799323962499998,-0.13110626,58.86421,221.7,-167.6730738579178
9110,-0.19784781,1,41,6.5949273,0.782347097992897,0.10179788,26662.544185876846,0.16483258719512195,-0.1539357,11.246229,222.1951219512195,-167.35036871091575
9356,-0.18823488,1,42,6.274496,-0.666542649269104,0.08637741,27290.63292169571,0.16323902447619046,-0.14997652,16.25925,222.76190476190476,-167.69242258207714
9695,-0.17984962,3,45,5.994988,0.2575836181640625,0.073492095,28050.56571674347,0.15781577164444444,-0.12235781,75.06979,215.44444444444446,-158.81487119223715
