EpisodesSoFar,EpExecMean,TimeElapsed,loss_pol_surr,ev_tdlam_before,loss_pol_entpen,TimestepsSoFar,EpLenMean,EpRewMean,loss_kl,loss_ent,loss_vf_loss,EpThisIter
4654,0.08447364149999999,170557.9473040104,-0.040224906,0.9908633772283792,-0.13465062,92919,10.34,70.78681205722332,0.03246475,4.488354,4.4571857,22
4673,0.08273171401000001,171154.63628935814,-0.053228095,0.9885278204455972,-0.13642746,93180,10.86,71.35402131492064,0.030506734,4.547582,4.5264263,19
4696,0.0819141827,171712.78020262718,-0.042702284,0.9913580175489187,-0.13078795,93436,11.11,71.54986056696926,0.025568075,4.3595986,3.9957337,23
4715,0.08057123816999999,172267.6789982319,-0.053910576,0.9888619612902403,-0.13960019,93685,11.62,72.01222792037079,0.023134023,4.6533394,5.032131,19
4733,0.08028705745,172800.58923316002,-0.054892637,0.9855152824893594,-0.13760817,93941,12.64,71.7868964013504,0.032364145,4.586939,5.489352,18
4752,0.07982599742,173332.77726721764,-0.054836363,0.9920253669843078,-0.1286492,94205,13.14,71.74128000774367,0.033438068,4.2883067,3.5782785,19
4772,0.07901074288000001,173858.42891907692,-0.023586333,0.9767969157546759,-0.12172584,94463,12.89,72.15536627514749,0.039606355,4.057528,10.0264225,20
4792,0.07862694126999999,174406.11886048317,-0.03771051,0.9867263874039054,-0.12830843,94714,13.26,72.49057902146656,0.046563014,4.276948,6.0239077,20
4812,0.07873569885000001,174942.83602118492,-0.048678443,0.9901351053267717,-0.12639715,94975,13.21,72.34078769272915,0.026763838,4.2132382,4.5410595,20
4831,0.07823728351999999,175500.39921331406,-0.044192158,0.990757423453033,-0.124562085,95221,12.99,72.56397197607643,0.029483764,4.1520696,4.051496,19
4849,0.07786277641,176050.60139918327,-0.048220217,0.9919398250058293,-0.13028738,95480,13.09,72.60859926464994,0.028163666,4.342912,3.466958,18
4867,0.07807184557999998,176645.9034485817,-0.051622394,0.991546144708991,-0.12696293,95737,13.47,72.48618018692758,0.025564527,4.2320976,3.155182,18
4882,0.07656098584999999,177045.57477545738,-0.02022557,0.7459038197994232,-0.08368004,95997,13.97,72.17978366591136,0.011666574,2.7893348,54.488796,15
4899,0.07558490084,177580.57670879364,-0.03868612,0.9797333814203739,-0.1290128,96244,14.56,72.08438322126753,0.03296925,4.3004265,6.4278626,17
4918,0.07461183713000001,178127.42055583,-0.036722027,0.9766912534832954,-0.13104439,96494,14.18,72.47410895270569,0.033791006,4.368147,6.9370584,19
4935,0.07493475251,178689.98818993568,-0.041370206,0.9863976743072271,-0.13595876,96761,14.78,72.34685804348926,0.021936506,4.5319586,4.903472,17
4950,0.07506726376,179288.56282830238,-0.051478717,0.9897618973627687,-0.14122754,97011,15.17,72.26712022346406,0.031681962,4.7075853,3.3268607,15
4967,0.07505259432000001,179827.96309757233,-0.045167554,0.9883999871090055,-0.13570899,97272,15.35,72.27235201047756,0.023543319,4.523633,4.2179103,17
4986,0.07630623279999998,180380.52801680565,-0.04544738,0.9846882652491331,-0.1349583,97536,14.89,72.85469628328437,0.030755773,4.4986095,6.223152,19
5004,0.07657798170999999,180952.7801616192,-0.037720717,0.9897961430251598,-0.13329364,97779,14.79,73.09581238511916,0.025702696,4.4431214,4.30783,18
5018,0.0766326891,181495.7930612564,-0.035371296,0.9675400480628014,-0.13550423,98041,15.47,72.79198624050136,0.018499644,4.5168076,10.102261,14
5037,0.07665956401,182029.3800265789,-0.038203545,0.9821150880306959,-0.13098721,98292,14.86,72.82008437781333,0.018687002,4.3662405,7.420144,19
5054,0.07646431294,182582.6668972969,-0.046246603,0.9924260154366493,-0.1326325,98547,14.78,72.95055203706399,0.022351468,4.421083,3.4466405,17
5060,0.07669677267,182748.91113758087,-0.03560931,0.46114248037338257,-0.039065406,98631,14.58,72.90900990483597,0.015416075,1.3021802,22.84203,6
5072,0.07704545946,183094.99933576584,-0.05351496,0.7322491109371185,-0.11179038,99057,17.22,70.10247044435644,0.32385617,3.7263463,68.30613,12
5096,0.07693791018,183652.09708070755,-0.032246903,0.949116162955761,-0.12422238,99325,16.5,69.9610721752075,0.026086584,4.140746,14.700157,24
5113,0.07700244079,184238.00569438934,-0.03632077,0.9776184502989054,-0.1421609,99575,16.33,69.92423984902777,0.087355725,4.738697,6.8424883,17
5130,0.07731335673,184832.7407770157,-0.04093563,0.9784337971359491,-0.14128695,99834,16.18,69.85902443757496,0.02152733,4.709565,6.3403463,17
5146,0.07770195919,185358.35886907578,-0.0493747,0.9867036649957299,-0.13722457,100082,16.39,69.67756809773786,0.03652072,4.5741525,4.3499775,16
5155,0.07754097151999999,185699.06095933914,-0.06933997,0.745103657245636,-0.10313048,100235,16.74,69.5599034879088,0.13525699,3.4376829,50.660694,9
5171,0.07709360319,186249.5750026703,-0.034410015,0.9146336540579796,-0.12927309,100595,15.66,71.12795344506111,0.024425775,4.309103,24.205965,16
5186,0.07655415049,186815.80058717728,-0.04169423,0.9801898747682571,-0.14228693,100855,16.63,71.22274245765436,0.019440778,4.742898,6.7636385,15
5205,0.07721326219,187350.41189217567,-0.039875943,0.9748333338648081,-0.13591065,101106,16.58,71.00280716024677,0.02222717,4.530355,10.535007,19
5224,0.07666285557,187994.0023241043,-0.040038016,0.9610837548971176,-0.13978544,101371,16.17,71.51770264503715,0.03031054,4.6595144,12.1271,19
5240,0.07587201133,188598.1322028637,-0.050324403,0.9745034072548151,-0.14495617,101628,16.39,71.87676920708616,0.026699895,4.831873,5.923028,16
5257,0.07647247598,189198.75195598602,-0.041176446,0.9764014463871717,-0.14185907,101888,14.94,73.07301515937675,0.015885536,4.728636,8.342662,17
5274,0.07551804592999999,189799.89432168007,-0.02993431,0.9700294490903616,-0.14422679,102141,14.93,73.01522976253102,0.029911265,4.8075595,10.581278,17
5290,0.07547574521,190369.7558541298,-0.045406137,0.9823776055127382,-0.14493003,102391,14.83,72.98449849219114,0.020529052,4.8310013,6.875792,16
5305,0.07580325126,190947.6443552971,-0.041958753,0.9759989101439714,-0.14354962,102646,15.4,72.52213119403504,0.020243175,4.7849874,7.6134624,15
5323,0.07706519596,191497.13623452187,-0.045820504,0.9862164370715618,-0.1417099,102912,15.46,71.92513873027428,0.018362954,4.723663,5.481661,18
5339,0.07729991359999999,192050.49646377563,-0.050293375,0.9877620842307806,-0.13960978,103167,15.55,71.62059349161036,0.027225204,4.6536593,4.7326403,16
5350,0.07754377979,192378.4014058113,-0.07499337,0.5908620059490204,-0.09577491,103415,16.31,70.43771760124292,0.1790884,3.1924973,32.12131,11
5369,0.07858289306999999,192956.92116498947,-0.026272418,0.9041101559996605,-0.13862313,103675,16.1,70.41539527790778,0.032097794,4.6207714,21.108915,19
5386,0.07957756909999998,193468.08016347885,-0.0026936894,0.8165168464183807,-0.1311993,103933,16.01,70.22361023693585,0.03581229,4.37331,25.794596,17
5401,0.07959768828000001,193958.80736351013,-0.016149195,0.9289778620004654,-0.13501711,104168,15.9,70.18495491787303,0.020545587,4.5005703,19.778406,15
5409,0.07934344085999999,194227.71128559113,-0.04927256,0.4873531460762024,-0.07332501,104442,17.37,69.00210306527987,0.8169786,2.4441671,40.899883,8
5420,0.07926128796000001,194546.57515907288,-0.029907677,0.623929500579834,-0.08698451,104602,17.41,68.9656513714506,0.015369249,2.8994837,67.53877,11
5420,0.07926128796000001,194547.3276631832,-1.5553087e-07,-0.07243645191192627,-0.0012755416,104602,17.41,68.9656513714506,0.00019493022,0.042518053,27.312187,0
5420,0.07926128796000001,194548.18496108055,1.4156103e-07,-0.09829246997833252,-0.00194833,104602,17.41,68.9656513714506,0.00041393566,0.064944334,7.1167097,0
5432,0.08150803317,194911.289124012,-0.021371761,0.4588771462440491,-0.104236394,105466,24.15,61.52171647536264,0.10265981,3.4745467,276.0578,12
5450,0.08067920921999999,195497.83925819397,-0.046485785,0.47559791803359985,-0.14502835,105725,23.1,62.85541416842278,0.03500842,4.8342786,43.813496,18
5467,0.08007472942999999,196074.24026203156,-0.045947302,0.9479340948164463,-0.15128507,105983,23.33,62.83582868583513,0.026466647,5.042836,7.464412,17
5480,0.07959314583999999,196628.2073984146,-0.041639183,0.974413562566042,-0.15566398,106221,23.94,62.820986526258764,0.024138883,5.1887994,5.5764446,13
5493,0.07959609312999999,197172.94708848,-0.043714806,0.9840580485761166,-0.15918903,106493,24.47,62.75819952117015,0.031495005,5.306301,5.0390463,13
5503,0.07938651692,197701.9813222885,-0.045788452,0.9374248534440994,-0.15842599,106721,23.68,64.17390695989565,0.047618777,5.280866,8.790596,10
5505,0.07981418512,197930.91161489487,-0.045300808,0.7468935251235962,-0.18520367,106773,24.03,63.8836810563391,0.13114858,6.173456,59.35761,2
5505,0.07981418512,198137.06266140938,-0.056954212,0.8559036403894424,-0.19795386,106773,24.03,63.8836810563391,0.13283168,6.598462,10.84418,0
5513,0.08026777284,198578.6616077423,-0.06471498,0.9498087987303734,-0.16813225,107506,30.04,57.821873063637675,0.058278948,5.6044083,23.095554,8
5525,0.08125052002000001,199049.40839648247,-0.03411156,0.859539121389389,-0.14027175,107772,24.18,63.90652865711486,0.09924331,4.6757255,32.03019,12
5529,0.0808498259,199189.55509066582,-0.022508392,-0.025748848915100098,-0.042614594,107854,24.27,64.03828257260263,0.014223004,1.4204865,30.610088,4
5529,0.0808498259,199190.3615899086,-1.4156103e-07,-0.18058550357818604,-0.00010830256,107854,24.27,64.03828257260263,4.9622467e-06,0.0036100855,9.906613,0
5529,0.0808498259,199191.2892282009,1.7881393e-07,-0.18894028663635254,-0.00010920223,107854,24.27,64.03828257260263,-9.063222e-08,0.0036400743,67.986664,0
5529,0.0808498259,199192.2689127922,-2.7846545e-07,-0.04511058330535889,-0.000113038135,107854,24.27,64.03828257260263,1.4159846e-08,0.003767938,51.28351,0
5529,0.0808498259,199193.1632153988,1.6577542e-07,-0.05159807205200195,-0.00011787079,107854,24.27,64.03828257260263,2.0032097e-07,0.0039290264,62.643894,0
5529,0.0808498259,199194.04350852966,1.0244548e-08,-0.03265082836151123,-0.00012343639,107854,24.27,64.03828257260263,2.3400368e-07,0.0041145463,85.72996,0
5529,0.0808498259,199194.9397919178,3.091991e-07,-0.013371586799621582,-0.00012982063,107854,24.27,64.03828257260263,2.5740312e-07,0.0043273545,78.56778,0
5529,0.0808498259,199195.84654569626,1.0058284e-07,-0.013624310493469238,-0.00013714378,107854,24.27,64.03828257260263,3.3824924e-07,0.0045714597,73.59131,0
5529,0.0808498259,199196.79134225845,-3.8277358e-07,-0.0130462646484375,-0.00014585517,107854,24.27,64.03828257260263,1.636308e-07,0.004861839,68.18506,0
5534,0.08153957351,199489.51287174225,0.025883801,0.4516254663467407,-0.11029737,110318,48.27,40.17493753968699,0.21420671,3.676579,117.61089,5
5536,0.08184280271999998,199781.27186965942,-0.050573356,0.06631350517272949,-0.18913169,110361,48.48,39.921112435055655,0.05091761,6.30439,24.220024,2
5536,0.08184280271999998,200181.5989973545,-0.056303732,0.7174580097198486,-0.19736707,110361,48.48,39.921112435055655,0.082196765,6.5789022,15.291067,0
5542,0.08213880475,200463.2299990654,-0.05878769,0.7208870351314545,-0.18011552,111088,54.79,33.860889564119255,0.041874968,6.003851,26.094776,6
5557,0.08246792616999998,200984.5100646019,-0.03651518,0.8853804171085358,-0.15422094,111352,55.18,33.41199715901177,0.02659848,5.1406975,17.68302,15
5573,0.08364517995,201539.67300462723,-0.043394864,0.9513486288487911,-0.15342385,111610,55.09,32.97928061563964,0.021223824,5.114128,10.775532,16
5589,0.08476573586999998,202087.4189736843,-0.036262028,0.9603589586913586,-0.15008518,111870,54.62,32.60598736033037,0.024834046,5.00284,9.680163,16
5604,0.08640710868000001,202672.53347086906,-0.040387444,0.9555856510996819,-0.1531733,112127,53.73,32.011915923207,0.021045532,5.105777,9.965379,15
5619,0.08377760250000002,203249.2971816063,-0.050927687,0.9832288976758718,-0.1477334,112384,47.45,39.093524365290385,0.026799902,4.9244466,4.4256635,15
5622,0.08355695501999998,203395.74078202248,-0.02825872,-0.15303146839141846,-0.039250795,112447,47.26,39.27304120374917,0.017757103,1.3083597,23.875841,3
5633,0.08319142668000001,203925.1251232624,-0.02256655,0.7794034034013748,-0.13619147,112884,25.92,60.673729310241036,0.0137784295,4.539716,50.86194,11
5643,0.08227436524,204460.58506774902,-0.03389206,0.8904721364378929,-0.16290927,113128,20.22,66.83881815301392,0.017675301,5.4303093,19.949413,10
5656,0.08240583310999999,205014.6721110344,-0.03427146,0.9421156942844391,-0.15284635,113399,20.66,66.74028576341338,0.018701868,5.094878,16.835335,13
5662,0.08212846681000001,205243.16301584244,-0.03121287,0.6279011070728302,-0.058399484,113505,20.82,66.86832965532545,0.014422177,1.9466494,43.2185,6
5662,0.08212846681000001,205243.9654006958,4.0978193e-08,-0.2219374179840088,-0.00027436228,113505,20.82,66.86832965532545,6.5716167e-06,0.00914541,30.808662,0
5662,0.08212846681000001,205244.79340314865,-2.6077032e-08,-0.29680585861206055,-0.00029662307,113505,20.82,66.86832965532545,4.187386e-06,0.0098874355,27.682306,0
5662,0.08212846681000001,205245.6662788391,2.0489097e-08,-0.32933592796325684,-0.00032197553,113505,20.82,66.86832965532545,5.137498e-06,0.010732518,11.6015625,0
5662,0.08212846681000001,205246.55867147446,1.6950071e-07,-0.14358770847320557,-0.00035182762,113505,20.82,66.86832965532545,6.6130456e-06,0.011727587,18.341808,0
5662,0.08212846681000001,205247.62648963928,4.8428774e-08,-0.09978115558624268,-0.0003886299,113505,20.82,66.86832965532545,9.431126e-06,0.012954331,54.681957,0
5662,0.08212846681000001,205248.5684390068,-1.8626451e-09,-0.028264880180358887,-0.00043554965,113505,20.82,66.86832965532545,1.4238949e-05,0.014518322,32.14097,0
5671,0.08243205221,205618.37928533554,-0.011326868,0.11530953645706177,-0.088609666,115452,38.82,48.70182696026607,0.0046971915,2.9536557,423.53125,9
5682,0.08089405985,206122.6189069748,-0.015873875,-0.24283599853515625,-0.14936563,115688,39.38,49.003872405151085,0.01774378,4.978854,289.2117,11
5690,0.08025014835999998,206460.4028389454,-0.010295218,0.3626471757888794,-0.1066436,115956,40.74,47.957136365180915,0.009828941,3.554787,237.40765,8
5698,0.08077795989999999,206887.6818048954,-0.025919653,-0.05296289920806885,-0.14085482,116212,41.81,47.33680908144108,0.09287652,4.695161,100.87593,8
5708,0.08028942991999999,207383.31921315193,-0.02627657,0.4506053328514099,-0.1557542,116467,42.66,47.05066563298464,0.011199173,5.1918073,84.889145,10
5717,0.08224978745000001,207844.57624816895,-0.019404363,0.2653322219848633,-0.1353938,116734,43.88,45.5416054297975,0.012175463,4.5131264,111.1402,9
5727,0.08320797285999999,208361.54191160202,-0.019805077,0.6148229837417603,-0.16194208,116977,42.09,47.045110294300486,0.011685347,5.39807,62.451954,10
5737,0.08391865193999999,208900.23736834526,-0.027179688,0.6993958353996277,-0.16527516,117239,42.65,46.560048692803164,0.015063741,5.5091715,46.19164,10
5747,0.08466255587999999,209425.4757695198,-0.028286923,0.7507059276103973,-0.17001301,117481,42.69,46.10180911659728,0.011856432,5.6671004,42.12869,10
5753,0.0847851902,209748.53760266304,-0.057216123,0.3270382881164551,-0.11078817,117708,43.72,45.261284465476,0.23586369,3.692939,53.872684,6
5764,0.08485904109000002,210256.26010394096,-0.023865715,0.6330550312995911,-0.1639572,118009,26.67,62.378403213237235,0.013235258,5.4652395,50.964832,11
5773,0.08435820016000001,210754.71220946312,-0.02821704,0.7588722407817841,-0.17836975,118244,27.52,62.07167140805764,0.013373082,5.9456577,32.980553,9
5784,0.08530462708000001,211259.8445932865,-0.027793542,0.8327040076255798,-0.16467553,118525,26.82,62.852028482081074,0.013835273,5.489185,34.26118,11
5795,0.0857484796,211819.4672410488,-0.030456536,0.850202277302742,-0.17220393,118777,26.65,62.986641569755804,0.013040042,5.740131,27.00803,11
5799,0.08539507501999999,212195.46340608597,-0.05957514,0.8595930486917496,-0.18634313,118895,26.56,63.04252974404156,0.03042451,6.211438,35.28648,4
5799,0.08539507501999999,212413.01611971855,-0.047552206,0.40350961685180664,-0.20048684,118895,26.56,63.04252974404156,0.069138795,6.6828947,10.504095,0
5799,0.08539507501999999,212748.1163702011,-0.050589193,0.7836204618215561,-0.20032108,118895,26.56,63.04252974404156,0.06122297,6.67737,22.591785,0
5801,0.08597371633999998,213170.79623889923,-0.06366884,0.8399950116872787,-0.19005224,119656,33.75,56.327092843768625,0.056508742,6.335075,34.02778,2
5802,0.08599971057999997,213620.85082817078,-0.040242083,0.9382942132651806,-0.19786482,120055,37.44,52.89095425250219,0.0573737,6.5954943,28.604687,1
5809,0.08586752966000001,214013.6084935665,-0.047944367,0.42692577838897705,-0.13225076,120298,37.94,52.429745657652276,0.05509857,4.4083586,51.756023,7
5820,0.08500462243000001,214553.40893530846,-0.043709114,0.7942633926868439,-0.17250443,120564,37.51,53.21040592901059,0.032461755,5.750148,33.489647,11
5829,0.0844531375,215025.2392013073,-0.045228582,0.8746468275785446,-0.16191307,120832,37.86,53.13380035932329,0.03189052,5.3971024,12.636976,9
5840,0.08384228258999998,215513.8229985237,-0.05361391,0.9004990980029106,-0.14691445,121076,37.54,53.16751192989418,0.028202198,4.897148,22.45148,11
5849,0.08448290804999999,215948.44381332397,-0.05615156,0.9000585526227951,-0.16485746,121328,37.24,53.121455023010896,0.05540668,5.495249,14.814409,9
5863,0.08495695922999999,216442.6519215107,-0.03581001,0.8839751482009888,-0.15643765,121564,35.9,53.77561569856747,0.04156833,5.214588,27.009027,14
5876,0.08461319554999999,216855.6590297222,-0.051615357,0.899409607052803,-0.15888102,121850,35.22,53.90200036128811,0.06853609,5.2960343,25.985783,13
5876,0.08461319554999999,217211.54246354103,-0.04518508,0.7263524532318115,-0.1953314,121850,35.22,53.90200036128811,0.07749737,6.5110474,19.155334,0
5884,0.08468744451999999,217667.54291534424,-0.064531535,0.9605964198708534,-0.1742095,122356,38.31,50.743099680264805,0.041682787,5.806984,18.432844,8
5899,0.0847616083,218160.87315797806,-0.043928724,0.8509689271450043,-0.13751589,122617,37.22,51.10239128938208,0.027736109,4.5838633,21.992064,15
5911,0.08668892949,218650.95173358917,-0.044751532,0.8138242214918137,-0.15611607,122840,24.94,61.342387205750896,0.027045524,5.203869,35.331055,12
5928,0.08656030697,219182.63264727592,-0.03519719,0.8992275446653366,-0.1526212,123124,23.28,62.10849394403266,0.029487256,5.0873733,20.027843,17
5945,0.08680358091999998,219728.01222777367,-0.040005278,0.9584647975862026,-0.15431109,123384,21.94,62.923156714886346,0.026028425,5.1437035,17.104832,17
5964,0.08553439024,220296.98129987717,-0.03485014,0.9502853751182556,-0.14667529,123635,20.3,64.48475534802319,0.015559284,4.8891764,19.513636,19
5983,0.08627894020999999,220863.01924443245,-0.032388087,0.9278913289308548,-0.14648074,123895,15.57,68.41442604580317,0.01634088,4.882692,23.949465,19
6002,0.08483916705999998,221381.0499472618,-0.02730783,0.9678018428385258,-0.14283367,124154,15.08,69.26426084695468,0.020108655,4.761122,12.149147,19
6020,0.08526399206,221922.5776464939,-0.02026036,0.9294358715415001,-0.14893132,124416,14.0,69.65251160577118,0.0059959637,4.964378,26.16466,18
6035,0.08547736974000002,222385.3130748272,-0.017538328,0.700609028339386,-0.12970805,124668,14.48,69.26541568797897,0.0110627655,4.3236017,41.876766,15
6047,0.08652260741,222713.95131850243,-0.029204004,0.7914422750473022,-0.12913364,124924,15.13,68.16702200084626,0.29202574,4.304455,45.37493,12
6065,0.08723068553999999,223262.67698335648,-0.032150686,0.9156140610575676,-0.1527253,125174,15.25,67.90689378570481,0.012931977,5.090843,14.918808,18
6086,0.08662119535999999,223809.19102096558,-0.032347154,0.9731105510145426,-0.14650422,125431,14.91,68.13622140101538,0.030215256,4.8834743,10.806019,21
6102,0.08674202565,224318.1399219036,-0.032525025,0.9644878804683685,-0.15098163,125677,15.23,67.88281460601088,0.013198171,5.0327215,12.398951,16
6118,0.08316163809999999,224849.4088857174,-0.036684737,0.9707933589816093,-0.15180792,125951,15.7,68.72831842089924,0.014127467,5.060264,7.81802,16
6136,0.0828562543,225402.74022126198,-0.030435324,0.9669824726879597,-0.1519199,126201,15.26,69.22419352369438,0.029284533,5.063997,9.260924,18
6152,0.08202548176,225910.33261537552,-0.024930503,0.9472309686243534,-0.14538296,126463,14.87,70.20780722100451,0.019448204,4.8460984,20.203854,16
6167,0.08379570689999999,226416.81442689896,-0.03499274,0.9064926356077194,-0.14402118,126720,15.26,69.31251287445667,0.06059263,4.800707,22.750221,15
6174,0.08431762172000001,226672.1960747242,-0.03795108,0.2316616177558899,-0.07793953,126961,16.79,67.78319935335138,0.016600247,2.5979848,9.840941,7
6187,0.0841923083,227071.69820141792,-0.040595442,0.5766525268554688,-0.14500739,127227,17.78,66.89436575721219,0.4452799,4.8335795,72.41614,13
6202,0.08428182176,227583.31404423714,-0.02409412,0.8951555117964745,-0.15260935,127481,18.04,66.7865464803269,0.024363965,5.086979,26.511654,15
6217,0.08592181098000001,228104.9383149147,-0.02147201,0.9209964871406555,-0.15729359,127744,18.08,66.3691363545728,0.00832961,5.2431197,14.905808,15
6234,0.08588341086999998,228651.5479991436,-0.02461731,0.9630019217729568,-0.15351187,127990,18.23,66.1896277122853,0.015444461,5.117062,9.678874,17
6252,0.08719545271000001,229181.34194803238,-0.035492547,0.9791786335408688,-0.1536563,128254,17.91,65.94445731264706,0.014167417,5.121877,8.642897,18
6269,0.08476136527,229737.25280046463,-0.026116112,0.9591161534190178,-0.15212712,128504,17.48,67.12701514110043,0.013843808,5.070904,12.769667,17
6285,0.08455615200000001,230253.90664935112,-0.038660847,0.981643320992589,-0.14956109,128749,15.5,69.1427945292498,0.015878374,4.9853697,5.4308143,16
6302,0.08385544980000002,230746.16185808182,-0.030736312,0.9703059066087008,-0.15023682,129016,15.35,69.1949331599843,0.018606994,5.0078936,9.035212,17
6317,0.08337691271,231204.31939339638,-0.0063983575,0.7390710711479187,-0.14122573,129262,15.18,69.2027274628625,0.015080544,4.7075243,16.738258,15
6335,0.08242293313999999,231751.3242778778,-0.030839423,0.9848424065858126,-0.14339396,129525,15.2,69.80432475957386,0.013813117,4.779799,4.623827,18
6354,0.08203099783,232306.71652531624,-0.028190374,0.9741433057934046,-0.14808057,129783,14.92,70.01434427971553,0.01755974,4.936019,8.699076,19
6369,0.08187283663999999,232838.81420612335,-0.035281792,0.970167301595211,-0.15293358,130047,15.43,69.59974316658459,0.046197213,5.097787,7.2735004,15
6388,0.08196406476,233393.3200905323,-0.030811837,0.9789692517369986,-0.14939709,130304,15.04,69.89572052638555,0.009314258,4.979903,7.093462,19
6406,0.08186257556000001,233927.15823364258,-0.031408895,0.9827597588300705,-0.14958805,130559,14.89,70.23077081395711,0.012266807,4.9862685,7.1066265,18
6426,0.08247224177000001,234494.97638511658,-0.025533013,0.9526491537690163,-0.14666997,130809,14.22,70.66344209672637,0.014733193,4.888999,20.164803,20
6445,0.08190488471,235037.23759150505,-0.017918352,0.9225747734308243,-0.14298454,131070,13.87,70.44767526497421,0.0067119887,4.7661514,24.405313,19
6466,0.08243843579,235614.35898327827,-0.02527684,0.9842962380498648,-0.14528276,131320,13.22,70.86166639395093,0.014163649,4.842758,7.7635956,21
6483,0.08263647911000001,236188.94521403313,-0.032270476,0.9858746696263552,-0.14584687,131570,13.23,71.14439028558077,0.016349388,4.8615623,6.396474,17
6504,0.08271263054999999,236721.47462201118,-0.019974392,0.977569343522191,-0.13566966,131837,13.12,70.89732888860186,0.016849762,4.5223217,9.6236515,21
6525,0.08214730238,237279.39998722076,-0.021582821,0.9762081168591976,-0.1443952,132092,12.92,70.9935498531659,0.0053779734,4.8131733,10.570006,21
6544,0.08123074934,237839.91583633423,-0.03251957,0.9847418498247862,-0.14069748,132346,12.9,71.42726825445119,0.035691135,4.6899166,5.5061903,19
6565,0.08059257879999998,238394.41834068298,-0.028629586,0.9897443233057857,-0.13747692,132594,12.92,71.37570928154722,0.022214849,4.5825644,4.7569036,21
6581,0.07987061127999999,238920.56341695786,-0.030471778,0.955121636390686,-0.14880042,132863,13.14,71.34998615299061,0.019291885,4.960014,10.967356,16
6601,0.07946269696000001,239454.83265662193,-0.02470134,0.9886201862245798,-0.14398214,133120,13.18,71.70862799730774,0.016288754,4.799405,5.551316,20
6619,0.07871552375999999,240050.4411597252,-0.023348369,0.9699639324098825,-0.1415943,133359,13.39,71.46386840150944,0.0066895494,4.7198105,11.172242,18
6638,0.0785465107,240565.3772482872,-0.030299686,0.9673638679087162,-0.14705816,133631,13.76,71.41778502825687,0.0110291485,4.9019384,12.312501,19
6656,0.07954513347,241090.23946666718,-0.031562798,0.9544077478349209,-0.14587231,133885,13.95,71.1256602259125,0.00747951,4.8624105,13.321099,18
6675,0.07925636771,241644.14140963554,-0.02221681,0.9839722067117691,-0.13736694,134134,13.61,71.37322630247523,0.0064737354,4.5788975,6.960115,19
6695,0.07950527999000001,242186.47569537163,-0.019468902,0.9783788155764341,-0.14106241,134394,13.48,71.3276837261032,0.005897575,4.7020802,8.7423115,20
6720,0.0803230446,242730.15181207657,-0.028570805,0.98439812194556,-0.13297182,134652,12.63,71.38678493697326,0.011699187,4.432394,7.2213717,25
6741,0.07918416585000002,243279.43187737465,-0.023963917,0.984978498890996,-0.13992687,134909,12.32,71.98824490083858,0.006602582,4.664229,7.629837,21
6760,0.07835849312,243838.66248941422,-0.029835574,0.9916158495470881,-0.13662767,135163,12.34,72.38082832594347,0.007480042,4.554256,3.7383983,19
6780,0.07755941175999999,244378.10307312012,-0.029942773,0.9910983452573419,-0.13914147,135424,12.2,72.606003319284,0.01324872,4.638049,4.146752,20
6799,0.07807560307,244929.73320388794,-0.022204434,0.9885616265237331,-0.13554001,135661,12.25,72.54586014597686,0.010203703,4.5180006,5.2955585,19
6821,0.07633377261,245466.23481583595,-0.022396296,0.9817406050860882,-0.1230098,135928,12.57,73.10184343382315,0.031602353,4.100327,9.010044,22
6840,0.07646456648,245982.47625279427,-0.024107227,0.9842143412679434,-0.13689774,136192,12.88,72.85920327494554,0.021575768,4.563258,6.872135,19
6859,0.07586883992000001,246522.6839914322,-0.019086998,0.9861253453418612,-0.13357407,136434,12.83,73.06840259586009,0.0062428387,4.452469,7.4496593,19
6882,0.07578792599,247066.28708910942,-0.020232625,0.9828020427376032,-0.13059527,136695,12.36,73.35177964124951,0.009781864,4.353176,8.752936,23
6901,0.07534340095999999,247621.68019270897,-0.023139812,0.9916082248091698,-0.13606578,136954,12.56,73.54633218762513,0.0069193686,4.5355263,3.9259093,19
6921,0.0751853229,248150.58029580116,-0.020155713,0.9845350980758667,-0.13675936,137216,12.88,73.51966811765806,0.0070084003,4.5586452,7.1802683,20
6938,0.07498643236000001,248717.39208173752,-0.022903139,0.9884510235860944,-0.13737868,137459,12.96,73.72249114155699,0.009203546,4.5792894,5.2487907,17
6959,0.07547214002,249259.58777546883,-0.024642656,0.9855800373479724,-0.13508841,137727,12.93,73.57034458916358,0.0056674145,4.502947,6.3751764,21
6977,0.07644915881,249806.4448647499,-0.020587217,0.9694641809910536,-0.14085482,137966,13.43,73.22097281325942,0.029051254,4.695161,12.104937,18
6993,0.07636067898,250214.0546016693,-0.041080847,0.8343308418989182,-0.107958004,138179,13.34,73.19362126532471,0.02080186,3.5986001,26.39756,16
7002,0.0765540646,250544.30558538437,-0.041988462,0.6323882937431335,-0.09220762,138495,15.25,70.55221980149413,0.03174989,3.0735872,26.671017,9
7022,0.07730784970999999,251121.99031615257,-0.028710654,0.9315237402915955,-0.13829693,138744,15.16,70.38761201040063,0.01745828,4.6098976,26.559074,20
7040,0.07748404041,251654.74191069603,-0.023423998,0.9358940869569778,-0.14662832,139003,15.04,70.2067953985756,0.010829303,4.8876104,15.700498,18
