loss_kl,ev_tdlam_before,TimestepsSoFar,loss_pol_surr,loss_vf_loss,EpLenMean,EpThisIter,EpExecMean,loss_ent,EpisodesSoFar,EpRewMean,loss_pol_entpen,TimeElapsed
0.0010834388,0.9913461683318019,45308,-0.0031681322,10.513651,4.64,56,0.0010367337700000001,1.7202601,8259,69.6294501602195,-0.0516078,89406.92813181877
0.0011957216,0.9926309757865965,45568,-0.0020377077,11.162165,4.37,61,0.0008437833,1.6075532,8320,78.4048616179633,-0.0482266,90189.77033615112
0.0009851514,0.9905292568728328,45823,-0.006875932,12.66576,4.67,52,0.0008657372299999999,1.468164,8372,84.73371299436795,-0.044044916,90866.80199241638
0.00071173045,0.9962303119245917,46078,-0.0024476927,4.741672,4.6,59,0.0007594806700000001,1.656558,8431,76.70055421117749,-0.049696743,91628.71059298515
0.000754093,0.9845281122252345,46335,-0.002807294,20.25632,4.41,57,0.0007370141000000001,1.556879,8488,72.95785475643122,-0.04670637,92368.93785762787
0.001808261,0.9983944286359474,46592,-0.0020793243,2.442838,4.53,58,0.0007137123100000001,1.638184,8546,82.81465464012085,-0.049145516,93127.30661201477
0.0005550963,0.9827241450548172,46848,-0.0016255155,24.585045,4.31,60,0.0008572676000000001,1.6403804,8606,81.50840032239053,-0.049211413,93873.58013558388
0.0003733667,0.9952352093532681,47104,-0.00246144,7.3490586,4.32,58,0.00093940372,1.5740111,8664,83.66737643973133,-0.047220334,94610.90879178047
0.0003598979,0.986850262619555,47358,-0.0016097613,15.074331,4.49,56,0.0008885599300000001,1.6248994,8720,74.45363333346344,-0.048746984,95320.93825054169
0.00096824445,0.9960743668489158,47614,-0.0024707243,5.5658674,4.35,61,0.00086718779,1.6554346,8781,72.43020879275284,-0.049663037,96051.71634364128
0.0007060301,0.9961468889378011,47870,-0.0029114857,5.3419385,4.3,59,0.0007527319000000001,1.6271377,8840,77.26782109277119,-0.04881413,96770.5359172821
0.00048092892,0.9965000788215548,48127,-0.0028298907,4.8149304,4.31,59,0.0007525251599999999,1.6364703,8899,74.34028062807607,-0.04909411,97480.83437418938
0.0007377621,0.968643419444561,48382,-0.0024962472,40.78728,4.48,57,0.0013175251500000002,1.5741591,8956,75.82788174590475,-0.04722477,98196.38853383064
0.0002937168,0.9911606051027775,48637,-0.0019228645,11.767492,4.47,58,0.00123791301,1.6600052,9014,71.7262454578453,-0.049800158,98958.75155520439
0.0005526586,0.9911745097488165,48895,-0.0019592158,11.624605,4.27,60,0.0008453036700000001,1.6971896,9074,72.98140468207845,-0.05091568,99716.19683670998
0.00023732214,0.9830009993165731,49150,-0.0015916117,22.69228,4.26,61,0.00107390192,1.6511607,9135,68.65197901339131,-0.04953482,100468.17484259605
0.00018123884,0.9818845987319946,49407,-0.0015615802,22.640932,4.62,51,0.0011905864300000002,1.6064068,9186,75.3551977666845,-0.048192203,101172.56377768517
0.00034877367,0.9760105051100254,49663,-0.0014444068,32.231964,4.7,57,0.0012210211300000002,1.5577043,9243,77.7991468750366,-0.046731126,101841.52142953873
0.0003942362,0.9830862581729889,49920,-0.0015720371,21.653063,4.57,56,0.00118171656,1.6265572,9299,74.67493263364962,-0.048796713,102530.7194302082
0.00018420027,0.9844564273953438,50173,-0.00068647973,21.939344,4.38,58,0.0010237139999999998,1.6182117,9357,75.23335697920854,-0.048546348,103284.38074469566
0.00019587931,0.9889032719656825,50432,-0.0007884875,15.630938,4.29,61,0.0009801630900000001,1.7053605,9418,76.44215779182001,-0.051160812,104024.35796999931
0.00013580557,0.9960519541054964,50684,-0.0016028527,5.7554355,4.43,55,0.00079491743,1.6584347,9473,80.58365587347929,-0.04975304,104746.06748247147
0.00015877062,0.9964433836285025,50943,-0.00093063805,5.482163,4.39,60,0.00073815679,1.6212994,9533,83.75338098286178,-0.04863898,105470.05922961235
4.454748e-05,0.9904954405501485,51198,-0.00063835457,11.40797,4.32,60,0.0007095365,1.7956662,9593,71.44959695329241,-0.05386998,106185.38436484337
8.075406e-05,0.9691971633583307,51439,-0.0008558892,39.502426,4.37,54,0.0010597625300000002,1.5597047,9647,69.08952995773015,-0.04679114,106847.77511739731
2.7908085e-05,0.9780224207788706,51711,-0.0005871607,30.148489,4.62,58,0.0012818849600000001,1.614369,9705,76.02440041606333,-0.048431072,107570.0332531929
4.5934656e-05,0.9932172200642526,51964,-0.00043775886,9.875479,4.18,63,0.0008046602500000001,1.744417,9768,74.25638793806667,-0.05233251,108322.72386193275
6.470269e-05,0.9922107621096075,52222,-0.0005932236,10.573508,4.17,61,0.0008491722999999998,1.7242446,9829,76.592887210151,-0.051727336,109061.43786358833
8.070682e-06,0.9954911982640624,52478,-0.00021841936,6.5477524,4.38,56,0.0008137159299999999,1.6396657,9885,81.70188545768917,-0.049189974,109778.38545918465
6.899569e-06,0.9929038276895881,52735,-0.00032948423,10.08871,4.5,56,0.00075772065,1.6514008,9941,85.55627676017033,-0.04954202,110496.59969687462
1.5362788e-06,0.9982584995450452,52992,-0.00019242521,2.3617458,4.58,56,0.0008274683399999999,1.7405789,9997,80.24778649238323,-0.052217368,111222.2761592865
6.180407e-09,0.9828874059021473,53243,-5.315058e-06,21.770802,4.66,53,0.00089279017,1.6911362,10050,75.01915741322583,-0.050734084,111931.54194426537
